Name,Sub-Location,Address,Telephone,URL,Hours,Listedin,Modes of Payment,Year
 Achariya Bala Siksha Mandir,K K Nagar,"No 556, 14 Street, K K Nagar, Chennai - 600078, 4th Sector Near Tnsc Bank","['+(91)-9486546009', '+(91)-44-23663215']",www.achariya.in,,Kindergartens- Playgroups- Nursery- Schools,,
 Grace International School,Selaiyur,"no 16, Velachery Main Road, Selaiyur, Chennai - 600073, Wildcraft",['+(91)-9677153509'],www.graceinternationalschools.com, Monday  - 12:00 am - 11:59 pm || Tuesday  - Closed || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Kindergartens- Playgroups- Montessori- Teacher- Training- Institutes- Primary- Schools- Creche- Teacher- Training- Institutes- Nursery- Schools- Creche- Hourly- more...,Cash- Cheques,2016
 Kidzee Pre School,Egmore,"New No 32 Old No 50, Montieth Road, Egmore, Chennai - 600008, Inside Indian Red Cross Society","['9320063100', '+(91)-8754040273']",www.kidzee.com, Monday  - 08:00 am - 02:00 pm || Tuesday  - 08:00 am - 02:00 pm || Wednesday  - 08:00 am - 02:00 pm || Thursday  - 08:00 am - 02:00 pm || Friday  - 08:00 am - 02:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Primary- Schools- Nursery- Schools,,2011
 Kidzee Pre School,Saligramam,"# 16, Kaveri Street, Saligramam, Chennai - 600093, Near Virugambakkam Police Station","['+(91)-44-23765959', '+(91)-9962045551', '23767686']",www.kidzee.com, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Dance- Classes- Playgroups- Music- Classes- For- Keyboard- Music- Classes- For- Guitar- Dance- Classes- For- Western- Dance- Nursery- Schools- Dance- Classes- For- Hip- Hop- Dance- Classes- For- Freestyle,Cash,2012
 Kidzee Pre School,Mkb Nagar,"No 320, West Avenue, Mkb Nagar, Chennai - 600039, Opposite Bus Depo","['9320063100', '+(91)-9345006476']",www.kidzee.com, Monday  - 09:30 am - 04:30 pm || Tuesday  - 09:30 am - 04:30 pm || Wednesday  - 09:30 am - 04:30 pm || Thursday  - 09:30 am - 04:30 pm || Friday  - 09:30 am - 04:30 pm || Saturday  - 09:30 am - 04:30 pm || Sunday  - 09:30 am - 04:30 pm,Kindergartens- Playgroups,Cash,
 Kidzee Playscholl,Virugambakkam,"New No 1 Old No 12, Avm Avenue 2nd Main Road, Virugambakkam, Chennai - 600092, Near St John School Alwarthirunagar","['9841199764', '+(91)-9884899764']",, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 05:00 pm - 06:00 pm || Sunday  - 05:00 pm - 06:00 pm,Playgroups- Kindergartens- Abacus- Classes- Day- Care- Centres- Music- Classes- For- Keyboard- Handwriting- Classes- Karate- Classes- Creche- Creche- Hourly- more...,Cash- Cheques,2014
 Euro Kids,Adambakkam,"No.12 6th street , surendra nagar , Adambakkam, Chennai - 600088, Near by Jayalakshmi theatre",['+(91)-9444251345'],, Monday  - 09:00 am - 06:30 pm || Tuesday  - 09:00 am - 06:30 pm || Wednesday  - 09:00 am - 06:30 pm || Thursday  - 09:00 am - 06:30 pm || Friday  - 09:00 am - 06:30 pm || Saturday  - 09:00 am - 06:30 pm || Sunday  - 09:00 am - 05:30 am,Kindergartens- Playgroups- Tutorial- Kinder- Garden,Cash,2000
 Kinder Lounge,Valasaravakkam,"No 38, Nagarathinammal Street Janaki Nagar, Valasaravakkam, Chennai - 600087, Backside Of MEC Donald","['9176103402', '+(91)-9791041829', '9176396409', '+(91)-44-43552281']",www.kinderlounge.in, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - 10:00 am - 01:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Creche- Hourly,Cheques,2009
 Kidzee,Tambaram East,"No 19A1, Barathwaj Street, Tambaram East, Chennai - 600059, Near Sitadevi Garaodia Hindu Vidhyalaya School","['+(91)-9710938833', '9282327333']",www.kidzee.com, Monday  - 09:00 am - 03:00 pm || Tuesday  - 09:00 am - 03:00 pm || Wednesday  - 09:00 am - 03:00 pm || Thursday  - 09:00 am - 03:00 pm || Friday  - 09:00 am - 03:00 pm || Saturday  - 09:30 am - 03:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,Cash- Cheques,2011
 Apple Kids International Pre School,Avadi,"No 129/120, 5th Street, Avadi, Chennai - 600054, Kamaraj Nagar","['+(91)-44-26550535', '+(91)-7200812306', '9444202390']",www.applekids.in, Monday  - 09:00 am - 12:00 pm || Tuesday  - 09:00 am - 12:00 pm || Wednesday  - 09:00 am - 12:00 pm || Thursday  - 09:00 am - 12:00 pm || Friday  - 09:00 am - 12:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Day- Care- Centres- Creche- Pre- Schools- Pre- School- Outdoor- Activities,Cash- Cheques,2012
 First School,Puzhuthivakkam,"No 50, Ganesh Nagar Main Road, Puzhuthivakkam, Chennai - 600091, Saravanan super market",['+(91)-9003111328'],www.thefirstschool.in, Monday  - 08:30 am - 07:30 pm || Tuesday  - 08:30 am - 07:30 pm || Wednesday  - 08:30 am - 07:30 pm || Thursday  - 08:30 am - 07:30 pm || Friday  - 08:30 am - 07:30 pm || Saturday  - 08:30 am - 05:00 pm || Sunday  - 08:30 am - 05:00 pm,Schools- Kindergartens- Playgroups- Primary- Schools- Nursery- Schools,Cash- Cheques,2014
 Mothers Care Nursery & Primary School,Alwarthirunagar,"No 180, C V Temple Street, Alwarthirunagar, Chennai - 600087, Opp To Mega Mart","['9884355944', '+(91)-9710912331']",www.motherscareschool.com, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Primary- Schools- Creche- Nursery- Schools,Cash- Cheques,1992
 Seed Play School,Velacheri,"No 937 Tnhb, 1st Main Road, Velacheri, Chennai - 600042, Behind Sangeetha Hotel",[],www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Summer- Camps- Nursery- Schools- Training- Pre- School- Skills,Cash- Cheques,2004
 Kidzee Pre School,Sembakkam,"Plot No 11 Door No 7, Sembakkam, Chennai - 600073, Durga Colony Near Pink Panthers","['+(91)-44-42607506', '+(91)-8754471115', '9962022326', '9320063100']",www.kidzee.com, Monday  - 09:00 am - 03:00 pm || Tuesday  - 09:00 am - 03:00 pm || Wednesday  - 09:00 am - 03:00 pm || Thursday  - 09:00 am - 03:00 pm || Friday  - 09:00 am - 03:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools,Cash- Cheques,2012
 Tiny Toddlers Pre School & Day Care,Gopalapuram,"No 3, Ganesh Street, Gopalapuram, Chennai - 600086, Near DAV Girl School","['+(91)-44-28113036', '+(91)-9840136357']",, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Creche,,1999
 Apple Kids Pre School,Perambur,"No 13/27, Perambur, Chennai - 600011, Ram Moorthy Colony Near Thiru VI Ka Bus Terminus","['+(91)-9444822185', '9941567044']",, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - Closed,Kindergartens- Playgroups,Cash,2014
 Sree Murugan Play School,K K Nagar,"Plot No 263, House No 81, Lakshmanaswami Salai, K K Nagar, Chennai - 600078, near psbb school","['+(91)-9841197788', '+(91)-44-23661985', '9840230507']",www.sreemuruganplayschool.in, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 05:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Swimming- Classes- Playgroups- Day- Care- Centres- Music- Classes- For- Keyboard- Chess- Coaching- Classes- Swimming- Classes- For- Children- Creche- Dance- Classes- For- Children- Summer- Camp- Spoken- English- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,
 Bright Kids Play School,Adyar,"No 15/17, Anna Avenue, Adyar, Chennai - 600020, Behind Ganapathiram Theatre Bakthavatchalam Nagar","['+(91)-44-24423859', '9444466216', '+(91)-9381414284', '9444952734']",, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - 09:30 am - 12:30 pm,Kindergartens- Playgroups,,
 Achariya Bala Siksha Mandir,Alwarthirunagar,"No 29, Cv Koil Street, Alwarthirunagar, Chennai - 600087, Ramakrishna Nagar Opposite Fish Fresh","['+(91)-44-23455790', '+(91)-9487676009']",www.achariya.in, Monday  - 09:00 am - 03:00 pm || Tuesday  - 09:00 am - 03:00 pm || Wednesday  - 09:00 am - 03:00 pm || Thursday  - 09:00 am - 03:00 pm || Friday  - 09:00 am - 03:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Nursery- Schools,Cash,2014
 Kidzee Pre School,Old Perungalathur,"No 28b, 4th Cross Kannan Avenue, Old Perungalathur, Chennai - 600063, Near Star Bike Showroom","['9320063100', '8807565075', '+(91)-9962655981']",www.kidzee.com, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,Cash- Cheques,2013
 Royal Kids Play School,Kotturpuram,"No:33/95, Ellai Amman Kovil Street, Kotturpuram, Chennai - 600085, Opposite Kotturpuram Railway Station","['+(91)-44-45030157', '9962984288', '+(91)-9962241773', '9940064852']",, Monday  - 07:00 am - 08:00 pm || Tuesday  - 07:00 am - 08:00 pm || Wednesday  - 07:00 am - 08:00 pm || Thursday  - 07:00 am - 08:00 pm || Friday  - 07:00 am - 08:00 pm || Saturday  - 07:00 am - 08:00 pm || Sunday  - Closed,Schools- Kindergartens- Playgroups- Day- Care- Centres- Nursery- Schools- Dance- Schools,Cash- Cheques,2000
 Apple Kids,Chitlapakkam,"No 3, Thirukural Street State Bank Colony, Chitlapakkam, Chennai - 600064, Near Muthual Amman Temple",['+(91)-44-33238107'],www.applekids.in, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Playgroups- Language- Classes- For- English- Conversation- Kindergartens- Dance- Classes- Language- Classes- For- English- Music- Classes- Abacus- Classes- Day- Care- Centres- Handwriting- Classes- Music- Classes- For- Vocal- more...,Cash- Cheques,2008
 Alps Inc,Gopalapuram,"No 227, Peters Lane, Gopalapuram, Chennai - 600086, Opposite Sathyam Theatre","['+(91)-44-28350302', '+(91)-9176685004']",www.alpsinc.org, Monday  - 09:30 am - 01:30 pm || Tuesday  - 09:30 am - 01:30 pm || Wednesday  - 09:30 am - 01:30 pm || Thursday  - 09:30 am - 01:30 pm || Friday  - 09:30 am - 01:30 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Summer- Camps- Kindergartens- Playgroups- Day- Care- Centres,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2006
 Seed Play School,Porur,"No 43, Parvathi Avenue 4th Cross, Porur, Chennai - 600116, Shakthi Nagar","['9840298344', '+(91)-9551052211']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Kindergartens- Playgroups,Cash- Cheques,2004
 Kidzee Pre School,Iyyappanthangal,"No 1, 2nd Main Road, Iyyappanthangal, Chennai - 600077, Ashok Nandavanam Near Hyundai Service Station","['+(91)-44-65722244', '+(91)-7200615071']",www.kidzee.com, Monday  - 08:30 am - 06:00 pm || Tuesday  - 08:30 am - 06:00 pm || Wednesday  - 08:30 am - 06:00 pm || Thursday  - 08:30 am - 06:00 pm || Friday  - 08:30 am - 06:00 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Nursery- Schools,Cash- Master- Card- Visa- Card- Debit- Cards,2012
 Kidzee Pre School,Madambakkam,"No 68/69, 21st Cross Street Camp Road, Madambakkam, Chennai - 600126, Padmavathi Nagar Estension Near Indian Bank Madambakkam Branch","['9841304249', '+(91)-9841304249', '+(91)-8939737715', '+(91)-9566112408']",www.kidzee.com, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens,Cash- Cheques,2011
 Sporty Beans,Chetpet,"Lady Andal School Premises, 7 Harrington Road, Chetpet, Chennai - 600031, Inside Wonder Years Playschool","['9710207716', '+(91)-9841307716']",www.sportybeans.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Summer- Camps- Football- Coaching- Classes- Karate- Classes- Tennis- Classes- Arts- &- Crafts- Classes- Basket- Ball- Classes- Volleyball- Coaching- Classes- Summer- Camp- Craft- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- Credit- Card- American- Express- Card,2012
 APPLE KIDS,Tambaram West,"no.2, on bharathi nagar first main road, Tambaram West, Chennai - 600045, 8th street, jyothi nagar","['9841015227', '+(91)-9841015217']",www.applekids.in, Monday  - 09:30 am - 07:30 pm || Tuesday  - 09:30 am - 07:30 pm || Wednesday  - 09:30 am - 07:30 pm || Thursday  - 09:30 am - 07:30 pm || Friday  - 09:30 am - 07:30 pm || Saturday  - 09:30 am - 07:30 pm || Sunday  - 09:30 am - 07:30 pm,Kindergartens- Playgroups- Abacus- Classes- Handwriting- Classes- Vedic- Maths- Training- Centres,Cash,2014
 Seed Play School,Medavakkam,"No 4/245, 1st Main Road Behind Ragamalika Apartment Phase-III, Medavakkam, Chennai - 600100, Bhel Nagar Near Medavakkam Koot Road","['9840298344', '+(91)-9003181234']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche,Cash- Cheques,2004
 Kidzee Pre School,Guindy,"No 2 B, Vandikaran Street, Guindy, Chennai - 600032, Near to Mettupalayam Bus Stop","['9840133897', '+(91)-44-43595446', '+(91)-9941148333']",, Monday  - 09:30 am - 02:00 pm || Tuesday  - 09:30 am - 02:00 pm || Wednesday  - 09:30 am - 02:00 pm || Thursday  - 09:30 am - 02:00 pm || Friday  - 09:30 am - 02:00 pm || Saturday  - 09:30 am - 02:00 pm || Sunday  - 09:30 am - 02:00 pm,Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- English- Playgroups- Day- Care- Centres- Handwriting- Classes- Primary- Schools- Creche- Nursery- Schools- Personality- Development- more...,Cash,2008
 A School India Pvt Ltd Alwarpet,Alwarpet,"No 22, Sriman Srinivasan Street, Alwarpet, Chennai - 600018",['+(91)-9094770000'],www.aschool.in, Monday  - 09:00 am - 02:00 pm || Tuesday  - 09:00 am - 02:00 pm || Wednesday  - 09:00 am - 02:00 pm || Thursday  - 09:00 am - 02:00 pm || Friday  - 09:00 am - 02:00 pm || Saturday  - Closed || Sunday  - Closed,Schools- Kindergartens- Playgroups- Montessori- Schools,,
 Nabi Cresent Matriculationschool,Avadi Camp,"No 6, Pillaiyar Koil Street, Avadi Camp, Chennai - 600054, Opp To Railway Camp","['+(91)-9445228023', '+(91)-44-26552477']",www.nabicresentschool.com, Monday  - 09:00 am - 04:30 pm || Tuesday  - 09:00 am - 04:30 pm || Wednesday  - 09:00 am - 04:30 pm || Thursday  - 09:00 am - 04:30 pm || Friday  - 09:00 am - 04:30 pm || Saturday  - 09:00 am - 01:00 pm || Sunday  - Closed,Schools- Kindergartens- Shoe- Dealers- Primary- Schools- Uniform- Retailers- School- Uniform- Retailers- Dance- Schools- Tailor- Uniform- School- School- Shoe- Dealers- School- Consultants- more...,,1993
 I Play I Learn,Medavakkam,"No 6, Roja Street, Medavakkam, Chennai - 600100, Near Sabari Nagar Extension","['9962188825', '+(91)-44-49539703', '9551442895', '+(91)-7811988825', '49525330']",www.ipilmedavakkam.com, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - 10:00 am - 04:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Handwriting- Classes- Baby- Sitters- Creche- Nursery- Schools- Dance- Schools- Creche- Hourly- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,
 Balar Kalvi Nilayam,Vepery,"5 & 6, Ritherdon Road, Vepery, Chennai - 600007",['+(91)-44-25321871'],, Monday  - 09:30 am - 05:30 pm || Tuesday  - 09:30 am - 05:30 pm || Wednesday  - 09:30 am - 05:30 pm || Thursday  - 09:30 am - 05:30 pm || Friday  - 09:30 am - 05:30 pm || Saturday  - 09:30 am - 05:30 pm || Sunday  - Closed,Kindergartens- Nursery- Schools- Plant- Nursery- Indoor,Cash,
 Little Millennium,Kattupakkam,"No 102, 6th Cross Street Royal Garden, Kattupakkam, Chennai - 600056, Opp Indus Motors Maruthi Showroom",['+(91)-44-33069813'],www.littlemillennium.com, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Montessori- Schools- Nursery- Schools,Cash- Cheques,2008
 Kids Care International Pre School And Play School,Anna Nagar,"No 1, P Block 20th Street, Anna Nagar, Chennai - 600040, Near K4 Police Station","['+(91)-44-45550445', '+(91)-9600078449']",www.kidscaree.com, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 09:00 am - 07:00 pm || Sunday  - 09:30 am - 01:00 pm,Playgroups- Kindergartens- Day- Care- Centres,Cash- Cheques,
 Blue Bell Play School,Anna Nagar West,"No W 37, Park Road, Anna Nagar West, Chennai - 600101, Next Penthocostal Church",['+(91)-44-39613977'],, Monday  - 09:00 am - 12:00 pm || Tuesday  - 09:00 am - 12:00 pm || Wednesday  - 09:00 am - 12:00 pm || Thursday  - 09:00 am - 12:00 pm || Friday  - 09:00 am - 12:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Nursery- Schools- Training- Pre- School- Skills,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,1998
 KIDZEE PRE SCHOOL,Pallavaram,"No : 29, Chitra Individual Housing Society., Dargah Road., Pallavaram, Chennai - 600043, Near By Nilgiris",['+(91)-44-33893963'],www.kidzee.com, Monday  - 08:30 am - 08:30 pm || Tuesday  - 08:30 am - 08:30 pm || Wednesday  - 08:30 am - 08:30 pm || Thursday  - 08:30 am - 08:30 pm || Friday  - 08:30 am - 08:30 pm || Saturday  - 08:30 am - 08:30 pm || Sunday  - 08:30 am - 08:30 pm,Kindergartens- Nursery- Schools- Pre- Schools- Pre- Nursery- Schools- Training- Pre- School- Skills- Pre- School- Teaching- Aid,Cash,2011
 Time Kids,Avadi,"No 27/1 A, 2nd Main Road Chelliamman Koil Street, Avadi, Chennai - 600054, Opposite Reny Theatre","['8056131418', '+(91)-9790988761']",www.timekidspreschools.com, Monday  - 09:30 am - 02:30 am || Tuesday  - 09:30 am - 02:30 am || Wednesday  - 09:30 am - 02:30 am || Thursday  - 09:30 am - 02:30 am || Friday  - 09:30 am - 02:30 am || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Baby- Sitters- Creche- Nursery- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2013
 Dr.APJ Abdul Kalam International School,Nanmangalam Kovilambakkam,"42 Avia Enclave, Balakrishna Street, Nanmangalam Kovilambakkam, Chennai - 600129","['8056052442', '+(91)-8056052422']",, Monday  - 09:30 am - 03:00 pm || Tuesday  - 09:30 am - 03:00 pm || Wednesday  - 09:30 am - 03:00 pm || Thursday  - 09:30 am - 03:00 pm || Friday  - 09:30 am - 03:00 pm || Saturday  - 09:30 am - 03:00 pm || Sunday  - 09:30 am - 03:00 pm,Kindergartens- Playgroups- Montessori- Schools- Nursery- Schools,,
 Eazy Day Montessori & Day Care,Anna Nagar West,"No 3, Panchatarni Metha Avenue Balaji Nagar Padi Kuppam Road, Anna Nagar West, Chennai - 600101, Near Tirumangalam Waves Signal","['+(91)-9941074368', '9840691219']",www.eazydayacademy.in, Monday  - 09:00 am - 07:30 pm || Tuesday  - 09:00 am - 07:30 pm || Wednesday  - 09:00 am - 07:30 pm || Thursday  - 09:00 am - 07:30 pm || Friday  - 09:00 am - 07:30 pm || Saturday  - 09:00 am - 07:30 pm || Sunday  - 10:00 am - 12:30 pm,Playgroups- Yoga- Classes- Language- Classes- For- English- Conversation- Kindergartens- Tailoring- Classes- Dance- Classes- Tutorials- for- Class- XII- Drawing- Classes- Abacus- Classes- Music- Classes- For- Vocal- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2015
 Euro Kids,Saligramam,"own arunachalam road, no.1, Bharathiyar street, Saligramam, Chennai - 600093, sofa kalyanamadabam",['+(91)-9789083329'],www.eurokids.in, Monday  - 09:30 am - 03:00 pm || Tuesday  - 09:30 am - 03:00 pm || Wednesday  - 09:30 am - 03:00 pm || Thursday  - 09:30 am - 03:00 pm || Friday  - 09:30 am - 03:00 pm || Saturday  - 09:30 am - 03:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Creche,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2012
 Kidzee Pre School,Pammal,"Door No 10, 25th Street, Pammal, Chennai - 600075, Shankar Nagar","['+(91)-44-22483794', '+(91)-9965449494', '9976449494']",www.kidzee.com, Monday  - 09:00 am - 03:30 pm || Tuesday  - 09:00 am - 03:30 pm || Wednesday  - 09:00 am - 03:30 pm || Thursday  - 09:00 am - 03:30 pm || Friday  - 09:00 am - 03:30 pm || Saturday  - 09:00 am - 12:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Nursery- Schools- Personality- Development- Training- Childhood- Education,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- Credit- Card,
 Bright Light Kindergarten,Shenoy Nagar,"No 2, 1st Main Road East Shenoy Nagar, Shenoy Nagar, Chennai - 600030, Near Shenoy Nagar Swimming Pool",['+(91)-44-33238054'],,,Day- Care- Centres- Kindergartens- Summer- Camps- Playgroups- Handwriting- Classes- Karate- Classes- Creche- Summer- Camp- Dance- Summer- Camp- Craft- Summer- Camp- Spoken- English- more...,Cash- Cheques,2013
 Little Stars Pre School & Daycare,Villivakkam,"No 317, Mth Road, Villivakkam, Chennai - 600049, Near Icf HP Petrol Bunk",['+(91)-44-33045154'],, Monday  - 08:30 am - 07:00 pm || Tuesday  - 08:30 am - 07:00 pm || Wednesday  - 08:30 am - 07:00 pm || Thursday  - 08:30 am - 07:00 pm || Friday  - 08:30 am - 07:00 pm || Saturday  - 08:30 am - 07:00 pm || Sunday  - Closed,Kindergartens- Language- Classes- For- Hindi- Playgroups- Day- Care- Centres- Handwriting- Classes- Montessori- Teacher- Training- Institutes- Language- Classes- Teacher- Training- Diploma- Course- Training- Pre- School- Skills- Language- Classes- For- Children,Cash,2010
 The Magnolia International Pre School,Mogappair West,"No 57, VGN Nagar, Mogappair West, Chennai - 600037, Near Vgn Aparment","['+(91)-9884117579', '9176945454']",www.themagnoliapreschool.com, Monday  - 08:30 am - 06:30 pm || Tuesday  - 08:30 am - 06:30 pm || Wednesday  - 08:30 am - 06:30 pm || Thursday  - 08:30 am - 06:30 pm || Friday  - 08:30 am - 06:30 pm || Saturday  - 08:30 am - 06:30 pm || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Summer- Camps- Day- Care- Centres- Music- Classes- For- Vocal- Nursery- Schools- Phonics- Classes- Summer- Camp- Swimming- Summer- Camp- Dance,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2011
 Little Millennium,Saligramam,"No 39, SSR Pankajam Road, Saligramam, Chennai - 600093, Behind SSR Pankajam Theatre","['+(91)-44-45080400', '+(91)-9884480400']",www.littlemillennium.com, Monday  - 09:00 am - 07:30 pm || Tuesday  - 09:00 am - 07:30 pm || Wednesday  - 09:00 am - 07:30 pm || Thursday  - 09:00 am - 07:30 pm || Friday  - 09:00 am - 07:30 pm || Saturday  - 09:00 am - 01:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Creche,Cash- Cheques,2013
